600.0
95.33
12.0
53.665
95.33
94.58
93.51
93.22
91.98
91.2
90.63
90.3
90.15
89.7
12.0
12.05
12.11
12.71
12.95
13.02
13.03
13.08
13.17
13.19
12.0
12.05
12.11
12.71
12.95
13.02
13.03
13.08
13.17
13.19
13.19
13.17
13.08
13.03
13.02
12.95
12.71
12.11
12.05
12.0
89.7
12.0
90.15
12.05
90.3
12.11
90.63
12.71
91.2
12.95
91.98
13.02
93.22
13.03
93.51
13.08
94.58
13.17
95.33
13.19
89.7
12.0
90.15
12.05
90.3
12.11
90.63
12.71
91.2
12.95
91.98
13.02
93.22
13.03
93.51
13.08
94.58
13.17
95.33
13.19
999.0
89.7
12.0
90.15
12.05
90.3
12.11
90.63
12.71
91.2
12.95
91.98
13.02
93.22
13.03
93.51
13.08
94.58
13.17
95.33
13.19
777.0
89.7
12.0
90.15
12.05
90.3
12.11
90.63
12.71
91.2
12.95
91.98
13.02
93.22
13.03
93.51
13.08
94.58
13.17
95.33
13.19
12.0
90.15
12.05
90.3
12.11
90.63
12.71
91.2
12.95
91.98
13.02
93.22
13.03
93.51
13.08
94.58
13.17
95.33
13.19
777.0
